Estado,Clave SIINAH,Siglas,Centro de trabajo,Año,Mes,Tipo de visitantes,Número de visitas,Nacionalidad
Baja California Sur,2300200,M.- M.H,Museo Regional de Antropología e Historia de Baja California Sur,2023,1,Estudiantes nivel básico,316,Nacional
Baja California Sur,2300200,M.- M.H,Museo Regional de Antropología e Historia de Baja California Sur,2023,1,Entrada dominical,185,Nacional
Baja California Sur,2300200,M.- M.H,Museo Regional de Antropología e Historia de Baja California Sur,2023,1,Boleto pagado,804,Extranjeros
Baja California Sur,2300200,M.- M.H,Museo Regional de Antropología e Historia de Baja California Sur,2023,1,Estudiantes nivel superior,137,Nacional
Baja California Sur,2300200,M.- M.H,Museo Regional de Antropología e Historia de Baja California Sur,2023,1,Boleto pagado,345,Nacional
Baja California Sur,2300200,M.- M.H,Museo Regional de Antropología e Historia de Baja California Sur,2023,1,Exposiciones temporales con costo adicional,0,Extranjeros
Baja California Sur,2300200,M.- M.H,Museo Regional de Antropología e Historia de Baja California Sur,2023,1,Trabajadores INAH,0,Nacional
Baja California Sur,2300200,M.- M.H,Museo Regional de Antropología e Historia de Baja California Sur,2023,1,"Tercera edad, pensionados y jubilados",117,Nacional
Baja California Sur,2300200,M.- M.H,Museo Regional de Antropología e Historia de Baja California Sur,2023,1,Exposiciones temporales con costo adicional,0,Nacional
Baja California Sur,2300200,M.- M.H,Museo Regional de Antropología e Historia de Baja California Sur,2023,1,Entrada sin costo,4,Extranjeros
Baja California Sur,2300200,M.- M.H,Museo Regional de Antropología e Historia de Baja California Sur,2023,1,Profesores,73,Nacional
Baja California Sur,2300200,M.- M.H,Museo Regional de Antropología e Historia de Baja California Sur,2023,1,Discapacitados,1,Nacional
Baja California Sur,2300200,M.- M.H,Museo Regional de Antropología e Historia de Baja California Sur,2023,1,Entrada sin costo,829,Nacional
Baja California Sur,2300200,M.- M.H,Museo Regional de Antropología e Historia de Baja California Sur,2023,2,Estudiantes nivel superior,142,Nacional
Baja California Sur,2300200,M.- M.H,Museo Regional de Antropología e Historia de Baja California Sur,2023,2,Boleto pagado,326,Nacional
Baja California Sur,2300200,M.- M.H,Museo Regional de Antropología e Historia de Baja California Sur,2023,2,Exposiciones temporales con costo adicional,0,Extranjeros
Baja California Sur,2300200,M.- M.H,Museo Regional de Antropología e Historia de Baja California Sur,2023,2,Trabajadores INAH,0,Nacional
Baja California Sur,2300200,M.- M.H,Museo Regional de Antropología e Historia de Baja California Sur,2023,2,"Tercera edad, pensionados y jubilados",140,Nacional
Baja California Sur,2300200,M.- M.H,Museo Regional de Antropología e Historia de Baja California Sur,2023,2,Exposiciones temporales con costo adicional,0,Nacional
Baja California Sur,2300200,M.- M.H,Museo Regional de Antropología e Historia de Baja California Sur,2023,2,Entrada sin costo,0,Extranjeros
Baja California Sur,2300200,M.- M.H,Museo Regional de Antropología e Historia de Baja California Sur,2023,2,Profesores,32,Nacional
Baja California Sur,2300200,M.- M.H,Museo Regional de Antropología e Historia de Baja California Sur,2023,2,Discapacitados,3,Nacional
Baja California Sur,2300200,M.- M.H,Museo Regional de Antropología e Historia de Baja California Sur,2023,2,Entrada sin costo,116,Nacional
Baja California Sur,2300200,M.- M.H,Museo Regional de Antropología e Historia de Baja California Sur,2023,2,Estudiantes nivel básico,252,Nacional
Baja California Sur,2300200,M.- M.H,Museo Regional de Antropología e Historia de Baja California Sur,2023,2,Entrada dominical,165,Nacional
Baja California Sur,2300200,M.- M.H,Museo Regional de Antropología e Historia de Baja California Sur,2023,2,Boleto pagado,827,Extranjeros
Baja California Sur,3120007,Z.A.,Z.A. de San Francisco de la Sierra,2023,1,Estudiantes nivel básico,5,Nacional
Baja California Sur,3120007,Z.A.,Z.A. de San Francisco de la Sierra,2023,1,Entrada dominical,10,Nacional
Baja California Sur,3120007,Z.A.,Z.A. de San Francisco de la Sierra,2023,1,Boleto pagado,17,Extranjeros
Baja California Sur,3120007,Z.A.,Z.A. de San Francisco de la Sierra,2023,1,Estudiantes nivel superior,2,Nacional
Baja California Sur,3120007,Z.A.,Z.A. de San Francisco de la Sierra,2023,1,Boleto pagado,80,Nacional
Baja California Sur,3120007,Z.A.,Z.A. de San Francisco de la Sierra,2023,1,Exposiciones temporales con costo adicional,0,Extranjeros
Baja California Sur,3120007,Z.A.,Z.A. de San Francisco de la Sierra,2023,1,Trabajadores INAH,0,Nacional
Baja California Sur,3120007,Z.A.,Z.A. de San Francisco de la Sierra,2023,1,"Tercera edad, pensionados y jubilados",3,Nacional
Baja California Sur,3120007,Z.A.,Z.A. de San Francisco de la Sierra,2023,1,Exposiciones temporales con costo adicional,0,Nacional
Baja California Sur,3120007,Z.A.,Z.A. de San Francisco de la Sierra,2023,1,Entrada sin costo,2,Extranjeros
Baja California Sur,3120007,Z.A.,Z.A. de San Francisco de la Sierra,2023,1,Profesores,3,Nacional
Baja California Sur,3120007,Z.A.,Z.A. de San Francisco de la Sierra,2023,1,Discapacitados,1,Nacional
Baja California Sur,3120007,Z.A.,Z.A. de San Francisco de la Sierra,2023,1,Entrada sin costo,24,Nacional
Baja California Sur,3120007,Z.A.,Z.A. de San Francisco de la Sierra,2023,2,Estudiantes nivel básico,0,Nacional
Baja California Sur,3120007,Z.A.,Z.A. de San Francisco de la Sierra,2023,2,Entrada dominical,0,Nacional
Baja California Sur,3120007,Z.A.,Z.A. de San Francisco de la Sierra,2023,2,Boleto pagado,0,Extranjeros
Baja California Sur,3120007,Z.A.,Z.A. de San Francisco de la Sierra,2023,2,Estudiantes nivel superior,0,Nacional
Baja California Sur,3120007,Z.A.,Z.A. de San Francisco de la Sierra,2023,2,Boleto pagado,0,Nacional
Baja California Sur,3120007,Z.A.,Z.A. de San Francisco de la Sierra,2023,2,Exposiciones temporales con costo adicional,0,Extranjeros
Baja California Sur,3120007,Z.A.,Z.A. de San Francisco de la Sierra,2023,2,Trabajadores INAH,0,Nacional
Baja California Sur,3120007,Z.A.,Z.A. de San Francisco de la Sierra,2023,2,"Tercera edad, pensionados y jubilados",0,Nacional
Baja California Sur,3120007,Z.A.,Z.A. de San Francisco de la Sierra,2023,2,Exposiciones temporales con costo adicional,0,Nacional
Baja California Sur,3120007,Z.A.,Z.A. de San Francisco de la Sierra,2023,2,Entrada sin costo,0,Extranjeros
Baja California Sur,3120007,Z.A.,Z.A. de San Francisco de la Sierra,2023,2,Profesores,0,Nacional
Baja California Sur,3120007,Z.A.,Z.A. de San Francisco de la Sierra,2023,2,Discapacitados,0,Nacional
Baja California Sur,3120007,Z.A.,Z.A. de San Francisco de la Sierra,2023,2,Entrada sin costo,0,Nacional
Campeche,2400600,M.- M.H,Museo de Arqueología Maya del Camino Real de Hecelchakán,2023,1,Entrada sin costo,0,Nacional
Campeche,2400600,M.- M.H,Museo de Arqueología Maya del Camino Real de Hecelchakán,2023,1,Profesores,0,Nacional
Campeche,2400600,M.- M.H,Museo de Arqueología Maya del Camino Real de Hecelchakán,2023,1,Discapacitados,0,Nacional
Campeche,2400600,M.- M.H,Museo de Arqueología Maya del Camino Real de Hecelchakán,2023,1,Boleto pagado,0,Extranjeros
Campeche,2400600,M.- M.H,Museo de Arqueología Maya del Camino Real de Hecelchakán,2023,1,Estudiantes nivel básico,0,Nacional
Campeche,2400600,M.- M.H,Museo de Arqueología Maya del Camino Real de Hecelchakán,2023,1,Entrada dominical,0,Nacional
Campeche,2400600,M.- M.H,Museo de Arqueología Maya del Camino Real de Hecelchakán,2023,1,Exposiciones temporales con costo adicional,0,Extranjeros
Campeche,2400600,M.- M.H,Museo de Arqueología Maya del Camino Real de Hecelchakán,2023,1,Estudiantes nivel superior,0,Nacional
Campeche,2400600,M.- M.H,Museo de Arqueología Maya del Camino Real de Hecelchakán,2023,1,Boleto pagado,0,Nacional
Campeche,2400600,M.- M.H,Museo de Arqueología Maya del Camino Real de Hecelchakán,2023,1,Exposiciones temporales con costo adicional,0,Nacional
Campeche,2400600,M.- M.H,Museo de Arqueología Maya del Camino Real de Hecelchakán,2023,1,Entrada sin costo,0,Extranjeros
Campeche,2400600,M.- M.H,Museo de Arqueología Maya del Camino Real de Hecelchakán,2023,1,Trabajadores INAH,0,Nacional
Campeche,2400600,M.- M.H,Museo de Arqueología Maya del Camino Real de Hecelchakán,2023,1,"Tercera edad, pensionados y jubilados",0,Nacional
Campeche,2400600,M.- M.H,Museo de Arqueología Maya del Camino Real de Hecelchakán,2023,2,Trabajadores INAH,0,Nacional
Campeche,2400600,M.- M.H,Museo de Arqueología Maya del Camino Real de Hecelchakán,2023,2,"Tercera edad, pensionados y jubilados",0,Nacional
Campeche,2400600,M.- M.H,Museo de Arqueología Maya del Camino Real de Hecelchakán,2023,2,Exposiciones temporales con costo adicional,0,Nacional
Campeche,2400600,M.- M.H,Museo de Arqueología Maya del Camino Real de Hecelchakán,2023,2,Entrada sin costo,0,Extranjeros
Campeche,2400600,M.- M.H,Museo de Arqueología Maya del Camino Real de Hecelchakán,2023,2,Profesores,0,Nacional
