Estado,Clave SIINAH,Siglas,Centro de trabajo,Año,Mes,Tipo de visitantes,Número de visitas,Nacionalidad
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,1,Entrada sin costo,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,1,Profesores,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,1,Discapacitados,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,1,Entrada sin costo,48,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,1,Estudiantes nivel básico,"2,515",Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,1,Entrada dominical,"74,907",Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,1,Boleto pagado,"76,840",Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,1,Estudiantes nivel superior,886,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,1,Boleto pagado,"46,746",Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,1,Exposiciones temporales con costo adicional,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,2,Trabajadores INAH,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,2,"Tercera edad, pensionados y jubilados",0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,2,Exposiciones temporales con costo adicional,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,2,Entrada sin costo,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,2,Profesores,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,2,Discapacitados,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,2,Entrada sin costo,103,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,2,Estudiantes nivel básico,"6,353",Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,2,Entrada dominical,"127,761",Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,2,Boleto pagado,"61,799",Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,2,Estudiantes nivel superior,"1,135",Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,2,Boleto pagado,"42,314",Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,2,Exposiciones temporales con costo adicional,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,3,Trabajadores INAH,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,3,"Tercera edad, pensionados y jubilados",0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,3,Exposiciones temporales con costo adicional,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,3,Entrada sin costo,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,3,Profesores,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,3,Discapacitados,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,3,Entrada sin costo,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,3,Estudiantes nivel básico,"4,655",Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,3,Entrada dominical,"73,558",Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,3,Boleto pagado,"30,841",Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,3,Estudiantes nivel superior,312,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,3,Boleto pagado,"23,711",Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,3,Exposiciones temporales con costo adicional,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,4,Trabajadores INAH,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,4,"Tercera edad, pensionados y jubilados",0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,4,Exposiciones temporales con costo adicional,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,4,Entrada sin costo,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,4,Profesores,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,4,Discapacitados,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,4,Entrada sin costo,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,4,Estudiantes nivel básico,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,4,Entrada dominical,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,4,Boleto pagado,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,4,Estudiantes nivel superior,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,4,Boleto pagado,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,4,Exposiciones temporales con costo adicional,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,5,Profesores,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,5,Discapacitados,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,5,Entrada sin costo,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,5,Estudiantes nivel básico,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,5,Entrada dominical,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,5,Boleto pagado,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,5,Estudiantes nivel superior,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,5,Boleto pagado,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,5,Exposiciones temporales con costo adicional,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,5,Trabajadores INAH,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,5,"Tercera edad, pensionados y jubilados",0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,5,Exposiciones temporales con costo adicional,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,5,Entrada sin costo,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,6,Estudiantes nivel superior,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,6,Boleto pagado,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,6,Exposiciones temporales con costo adicional,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,6,Trabajadores INAH,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,6,"Tercera edad, pensionados y jubilados",0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,6,Exposiciones temporales con costo adicional,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,6,Entrada sin costo,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,6,Profesores,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,6,Discapacitados,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,6,Entrada sin costo,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,6,Estudiantes nivel básico,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,6,Entrada dominical,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,6,Boleto pagado,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,7,Profesores,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,7,Discapacitados,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,7,Entrada sin costo,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,7,Estudiantes nivel básico,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,7,Entrada dominical,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,7,Boleto pagado,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,7,Estudiantes nivel superior,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,7,Boleto pagado,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,7,Exposiciones temporales con costo adicional,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,7,Trabajadores INAH,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,7,"Tercera edad, pensionados y jubilados",0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,7,Exposiciones temporales con costo adicional,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,7,Entrada sin costo,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,8,Estudiantes nivel superior,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,8,Boleto pagado,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,8,Exposiciones temporales con costo adicional,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,8,Trabajadores INAH,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,8,"Tercera edad, pensionados y jubilados",0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,8,Exposiciones temporales con costo adicional,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,8,Entrada sin costo,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,8,Profesores,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,8,Discapacitados,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,8,Entrada sin costo,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,8,Estudiantes nivel básico,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,8,Entrada dominical,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,8,Boleto pagado,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,9,Estudiantes nivel superior,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,9,Boleto pagado,"2,489",Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,9,Exposiciones temporales con costo adicional,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,9,Trabajadores INAH,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,9,"Tercera edad, pensionados y jubilados",0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,9,Exposiciones temporales con costo adicional,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,9,Entrada sin costo,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,9,Profesores,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,9,Discapacitados,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,9,Entrada sin costo,"3,882",Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,9,Estudiantes nivel básico,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,9,Entrada dominical,"9,049",Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,9,Boleto pagado,"9,541",Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,10,Entrada sin costo,"6,810",Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,10,Profesores,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,10,Discapacitados,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,10,Boleto pagado,"6,900",Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,10,Estudiantes nivel básico,70,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,10,Entrada dominical,"12,625",Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,10,Boleto pagado,"13,865",Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,10,Exposiciones temporales con costo adicional,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,10,Estudiantes nivel superior,100,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,10,Exposiciones temporales con costo adicional,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,10,Entrada sin costo,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,10,Trabajadores INAH,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,10,"Tercera edad, pensionados y jubilados",0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,11,Trabajadores INAH,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,11,"Tercera edad, pensionados y jubilados",0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,11,Exposiciones temporales con costo adicional,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,11,Entrada sin costo,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,11,Profesores,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,11,Discapacitados,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,11,Entrada sin costo,"5,663",Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,11,Estudiantes nivel básico,120,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,11,Entrada dominical,"13,188",Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,11,Boleto pagado,"8,671",Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,11,Estudiantes nivel superior,70,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,11,Boleto pagado,"14,565",Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,11,Exposiciones temporales con costo adicional,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,12,Estudiantes nivel superior,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,12,Boleto pagado,"7,945",Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,12,Exposiciones temporales con costo adicional,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,12,Trabajadores INAH,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,12,"Tercera edad, pensionados y jubilados",0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,12,Exposiciones temporales con costo adicional,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,12,Entrada sin costo,0,Extranjeros
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,12,Profesores,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,12,Discapacitados,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,12,Entrada sin costo,616,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,12,Estudiantes nivel básico,0,Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,12,Entrada dominical,"7,505",Nacional
Estado de México,3110031,Z.A.,Z. A. Teotihuacan (con Museo de Sitio),2020,12,Boleto pagado,"3,855",Extranjeros
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,1,Profesores,2,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,1,Discapacitados,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,1,Entrada sin costo,"1,420",Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,1,Estudiantes nivel básico,382,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,1,Entrada dominical,429,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,1,Boleto pagado,0,Extranjeros
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,1,Estudiantes nivel superior,417,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,1,Boleto pagado,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,1,Exposiciones temporales con costo adicional,0,Extranjeros
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,1,Trabajadores INAH,3,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,1,"Tercera edad, pensionados y jubilados",187,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,1,Exposiciones temporales con costo adicional,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,1,Entrada sin costo,0,Extranjeros
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,2,Profesores,2,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,2,Discapacitados,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,2,Entrada sin costo,"1,289",Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,2,Estudiantes nivel básico,236,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,2,Entrada dominical,382,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,2,Boleto pagado,0,Extranjeros
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,2,Estudiantes nivel superior,497,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,2,Boleto pagado,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,2,Exposiciones temporales con costo adicional,0,Extranjeros
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,2,Trabajadores INAH,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,2,"Tercera edad, pensionados y jubilados",172,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,2,Exposiciones temporales con costo adicional,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,2,Entrada sin costo,0,Extranjeros
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,3,Estudiantes nivel básico,372,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,3,Entrada dominical,421,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,3,Boleto pagado,0,Extranjeros
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,3,Estudiantes nivel superior,406,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,3,Boleto pagado,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,3,Exposiciones temporales con costo adicional,0,Extranjeros
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,3,Trabajadores INAH,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,3,"Tercera edad, pensionados y jubilados",94,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,3,Exposiciones temporales con costo adicional,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,3,Entrada sin costo,5,Extranjeros
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,3,Profesores,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,3,Discapacitados,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,3,Entrada sin costo,"1,293",Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,4,Trabajadores INAH,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,4,"Tercera edad, pensionados y jubilados",0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,4,Exposiciones temporales con costo adicional,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,4,Entrada sin costo,0,Extranjeros
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,4,Profesores,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,4,Discapacitados,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,4,Entrada sin costo,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,4,Estudiantes nivel básico,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,4,Entrada dominical,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,4,Boleto pagado,0,Extranjeros
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,4,Estudiantes nivel superior,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,4,Boleto pagado,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,4,Exposiciones temporales con costo adicional,0,Extranjeros
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,5,Estudiantes nivel superior,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,5,Boleto pagado,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,5,Exposiciones temporales con costo adicional,0,Extranjeros
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,5,Trabajadores INAH,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,5,"Tercera edad, pensionados y jubilados",0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,5,Exposiciones temporales con costo adicional,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,5,Entrada sin costo,0,Extranjeros
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,5,Profesores,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,5,Discapacitados,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,5,Entrada sin costo,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,5,Estudiantes nivel básico,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,5,Entrada dominical,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,5,Boleto pagado,0,Extranjeros
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,6,Trabajadores INAH,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,6,"Tercera edad, pensionados y jubilados",0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,6,Exposiciones temporales con costo adicional,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,6,Entrada sin costo,0,Extranjeros
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,6,Profesores,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,6,Discapacitados,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,6,Entrada sin costo,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,6,Estudiantes nivel básico,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,6,Entrada dominical,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,6,Boleto pagado,0,Extranjeros
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,6,Estudiantes nivel superior,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,6,Boleto pagado,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,6,Exposiciones temporales con costo adicional,0,Extranjeros
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,7,Estudiantes nivel superior,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,7,Boleto pagado,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,7,Exposiciones temporales con costo adicional,0,Extranjeros
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,7,Trabajadores INAH,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,7,"Tercera edad, pensionados y jubilados",0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,7,Exposiciones temporales con costo adicional,0,Nacional
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,7,Entrada sin costo,0,Extranjeros
Estado de México,3110001,Z.A.,Z.A. de Acozac,2020,7,Profesores,0,Nacional
